,20-100 Hz,100-200 Hz,200-300 Hz,300-400 Hz,400-500 Hz,500-600 Hz,600-700 Hz,700-800 Hz,800-900 Hz,900-1000 Hz,1000-1100 Hz,1100-1200 Hz,1200-1300 Hz,1300-1400 Hz,1400-1500 Hz,1500-1600 Hz,1600-1700 Hz,1700-1800 Hz,1800-1900 Hz,1900-2000 Hz,Palabra
0,19407.769576203256,17252.235856603278,29435.87477759344,6614.491905589205,16505.848073417594,4299.704021263137,23546.492545487446,5275.6274023468395,40532.55022092382,11599.844591282312,22895.4988167054,8829.247731992375,16834.979553919613,7914.948799782497,17832.758587481014,5650.9626499665565,1698.8227001263267,2494.9490456036137,2463.6859542201064,1805.4311040548275,vanessa/abajo
1,24226.04584318788,21895.766145310732,8711.061394678967,14713.222466165826,6385.03067307359,18360.8223773006,7989.213843348779,28306.675856293237,20748.69235547672,36847.938028830176,22522.610642677617,23679.694430577503,17423.583033976982,20054.147494211906,15464.937345695169,8002.06131823495,4986.482703124314,5720.922560042371,5628.448149928401,3132.669131137538,vanessa/abajo
2,20521.908308873866,20143.89768192877,11744.429294183494,11484.2800286004,7143.453689608006,10666.346226266742,9896.160430963193,19123.914610211712,25097.381936261347,37154.64232168978,21067.900343976868,20801.830163301136,10118.430906409743,19001.631412131403,11319.644065297878,8639.924417010388,3870.764071893529,2409.5304835500106,2514.032959766818,2509.847488585202,vanessa/abajo
3,18265.648549221063,17927.938270442184,5348.603743198851,10184.61716486892,5662.324634573647,9908.04750339493,7991.456569601404,20546.29455070773,41575.668124939264,42090.39526769673,17948.052568898187,18657.09300769335,15221.847493458756,25643.665365336758,13425.094398739475,9393.12477521217,2420.003603359349,2210.9805763596787,2543.90255993701,2275.1464879098885,vanessa/abajo
4,17142.379551486163,21283.706303541512,16680.524346999882,9160.90774987362,8054.427297234935,11973.713357154886,8059.916673031498,20757.092079063405,11658.743463701203,39611.802387634336,12964.13593681406,17012.82820607733,7271.517208199878,13935.097538600163,5255.231629215999,6919.299438553666,2441.236054986821,3853.9803335346082,2466.646917873933,2539.1367993445942,vanessa/abajo
5,17377.01101627991,18005.35240850426,12532.239765366121,11378.233825181365,5238.699797892387,18706.67239125841,6011.399557237587,21751.26789891881,10121.470626954862,49322.469819488986,12805.959591123965,24022.802855502767,7942.7341632534335,21435.59040650508,8596.487547102459,12759.324348806758,2619.9795711437873,1985.86519853858,2188.814520720836,2050.101765770501,vanessa/abajo
6,13706.81691227705,21268.58542476202,12511.140337786135,12022.373499121233,7075.188975324014,19138.68778054184,6812.738612053259,22390.27754531438,14850.047229008107,54030.134532180746,25629.45590878208,22941.98563244112,9229.17707109505,23019.02023250042,8451.58569840869,8135.280663716458,2610.590676182741,2499.2824007672502,2301.9387942309368,1785.6588128062049,vanessa/abajo
7,12020.810458658847,12088.007794377507,12032.33060037399,7408.435550479699,3135.366298877071,8712.79403760065,3144.63797163877,14387.658351038735,9022.087971362607,47199.812093282766,19988.41761426742,22591.310942233707,7921.957277404095,19179.400040026176,7175.254632961841,9993.077429341647,2712.7264387794,2019.9447348177955,1834.545971259412,1531.7269557950324,vanessa/abajo
8,18968.225647224142,35117.85106717543,11664.541179033084,18749.524892810132,4577.842522334232,16581.34903816704,6599.516049058581,14002.30946982003,42669.866301248614,22482.452624721176,33400.42757616489,13127.217028795305,18541.390794231804,10850.469750246324,16487.003469402833,9108.227012653293,2827.0292950188787,2019.7991069171005,2753.3711747781813,2721.730850060369,vanessa/abajo
9,10239.498306877733,13741.467942962545,10948.274331780176,8827.373404549013,6524.375802346185,9423.765129223575,6065.625870803345,15003.520624507293,13269.33988978813,38610.81462320205,13442.249065573604,8171.3459183851355,10488.73013434434,7592.770701217962,11700.804014576035,5014.814526932021,2158.5035955635094,1092.2453555599513,1361.622872314866,1194.2866330352756,vanessa/abajo
10,12120.548615218777,12117.749233954082,7893.056126734391,9275.673799089327,2676.4681328356837,9860.925965057584,4319.1445118944785,13276.98405813318,27166.67264862699,23383.233952581737,12441.436444644243,7943.164401657013,16801.22536449929,13042.409065245207,12490.907333761512,5315.194510213878,2285.764231449589,2342.8029553905358,2384.029994754304,2866.405218781349,vanessa/abajo
11,14918.594513200474,14955.884725064454,23913.25276008309,9435.241871453123,14234.130239387205,8788.838034500674,22247.451833597665,14741.688960651729,28568.667841439677,35580.41820276493,25857.2537255643,22216.857556809762,15889.322651390044,27013.60938012558,18110.242095119705,7597.308225581647,4510.608603778929,5605.383849439113,2867.7303523104706,3288.8636767197113,vanessa/abajo
12,14793.865781183513,22036.03577795669,11519.812784198357,14079.132301440071,5324.177151706863,11582.186573008166,4396.444592197935,25183.74244312387,17059.07357900522,46942.99321392032,12265.123692384976,25942.391200369657,11731.781906318394,27650.361813210307,9385.049178851576,9045.001443104096,2608.300781049464,3638.8281015471525,2898.3738527986416,3307.2922792148315,vanessa/abajo
13,30074.0352407711,34219.715996726554,14749.995852059114,17515.17294730252,5536.342130573175,13078.21921783079,6166.794083966523,23726.119604788968,31763.1666345278,34783.67282697973,23822.395272314403,8680.27160709249,16320.485745025013,8076.438121889758,12219.815808992593,2910.200475163322,2689.7294678349413,2612.7609717769533,1971.9872004664069,1958.9141262931141,vanessa/abajo
14,19493.032962813602,9801.205891907612,28846.629623779736,4248.430850744673,14472.004173699766,4207.790206502717,14548.104046349941,6085.7862938722055,50685.43153748533,32707.788373186337,22006.15611291269,12618.74579539672,12483.414585156963,13683.248397438389,8744.734601637985,3709.2140397298426,3578.356591539867,3262.4518515059667,4033.1890842616685,1932.501733416103,vanessa/abajo
15,19105.191686361024,30443.63103246925,8700.725973827926,18836.345007920885,4130.237948669832,18262.858810908627,4842.846369032502,35239.577693950065,34999.39807435792,37971.278634127986,21320.748603498414,16508.285815730156,17928.17093250696,10739.075938012116,14271.720707464397,3038.288431822047,5595.635896120622,5619.37752665406,3925.536643087356,3174.494711176463,vanessa/abajo
16,15827.667223727882,15378.137299430258,8778.817707030397,11879.938609018283,4048.068899923228,11418.574773106546,4232.474913152959,33699.911247000186,16789.711800121724,45656.3774620629,12566.774778180326,20153.695783256688,11814.830460126135,18171.263265211503,8476.398998189023,3364.5176392253998,2527.8623804808544,2628.6499640754887,2518.233625183071,1402.8239377913994,vanessa/abajo
17,16753.313542300988,24938.82169336212,7841.393187566585,15276.340442441082,4132.901742593929,16522.10546999559,3983.84632338564,24165.35170331148,12511.550245774391,39643.15074594272,15743.865248172913,16345.77855034186,9163.616465410476,15750.174072338788,7001.810485909711,3448.638716150532,3121.809556195949,3135.9624184264867,2892.043398163093,1991.0947263196952,vanessa/abajo
18,12988.455428118501,20198.56960730804,8354.936508345221,9598.52405443788,3234.9176063844848,10330.638026239834,3006.885645302324,19791.640462341828,12277.388304823507,42829.21024908034,12811.222587161734,19802.857520431407,6762.385249941851,19266.06077978595,7048.8769134648155,7065.012079435262,2385.8061733019613,3354.9454828302205,3534.336761752176,1830.8154183428824,vanessa/abajo
19,13750.179667012715,19684.164778366,15735.65695174979,11988.789693216553,8031.699158535822,11880.30017277435,12011.325300499937,21160.51559054929,23057.43030572761,35134.680288886135,18352.375766312965,24119.377729315787,12751.158993060859,22161.76827703136,12194.523698464816,5393.938381796446,3173.871848272844,2929.065604610732,2703.81981672203,1951.5256643649213,vanessa/abajo
20,13337.702319147937,11140.345669693332,18664.54639780125,7664.52072934354,14277.791264027532,5495.530580354478,17283.780895922602,6694.0475325917505,29718.177217461413,28430.26545942932,30138.777052077017,14076.753683228584,28434.759235932783,11533.026669651314,29604.250309953688,7833.980042634141,6040.596575167784,1664.4311753610782,4121.831256471147,1842.430520632427,vanessa/abajo
21,22603.16859579544,26824.69082245586,33329.796750156806,13548.2760048958,10555.143418239308,13714.31653247539,9964.909180046116,15427.959097749761,17322.78458393528,27888.0782858731,20151.265557772967,16856.887131186464,8350.843161666702,14851.868843777893,11201.237408020419,2944.1932586386656,2403.97855431994,2150.2806065206914,2635.1095465524772,1664.9938769495652,vanessa/abajo
22,26056.789372818363,26887.998435587207,33636.68641095567,16652.613846690096,12545.623028367792,20882.35352512575,8921.832580239585,26588.18698574688,17889.477364216134,47024.72748595572,17463.59038125156,30286.28617347167,9763.093025272763,21056.32235534836,8093.266695406491,3064.538985166583,2490.509443786012,4610.184455959547,3070.7928177907847,2655.386526222232,vanessa/abajo
23,24347.52816187161,24084.530853046923,8359.517089854651,11468.25963505365,4399.401296190415,11827.645487014446,4102.708935748876,15536.086543119452,12694.873606063518,37392.93009320375,13045.193716766102,23572.21964862584,5346.448740058874,17566.589928729285,4248.1572664111745,1831.0138671044367,1492.2377230613165,2218.7356360710505,1721.222836504386,2049.84659871575,vanessa/abajo
24,32621.009187144737,32413.711838136063,21759.587509978646,28153.4445664644,8236.320677374288,21620.756627055493,6604.703301200497,23237.56466444116,11313.095593021946,43525.622478994985,11414.084385827458,19134.00648422824,8676.074213144997,20748.340523836283,9020.62997413036,3933.5983714437934,2653.0376520670497,3720.310000932696,4509.385231124912,3222.414316172889,vanessa/abajo
25,21793.383609982262,24890.943613330317,41670.504140094825,8746.957292702391,15467.816790922418,9168.840877017845,12724.751648351512,15691.22726243077,39631.99826028138,28870.310725784657,28327.823208326,16647.821905572135,13660.534966638923,9122.100047131331,12336.47303364686,3954.775016735853,5604.183445525719,5194.1238119667105,5177.623121952896,3123.27842244588,vanessa/abajo
26,17436.512014871885,22918.287062037798,10779.083253474686,12453.893217149021,4202.936094875154,9592.908545719236,3380.7819923773004,18047.51736382269,8444.009265444955,46509.32256189828,11001.416140557443,19922.098206963965,5125.563925164008,16747.528065275663,4813.030861989124,4020.329779746768,2516.809839431178,3784.998575355969,2385.204691420656,2370.8553635981684,vanessa/abajo
27,17898.65812081711,18451.291239112616,8281.702830102447,13376.809278974773,3750.533843187436,10343.578034740292,4111.654203501783,30093.37922680609,6724.984664820281,43461.03716846186,10328.358405286172,28409.638511936537,12651.186187880803,23460.381904534483,12930.787652718998,4389.193151648818,2228.5817733242943,1979.0261534887438,2871.848610069346,1447.8658508370968,vanessa/abajo
28,32175.865071588087,18118.175864165558,62435.07231426389,14545.446473991553,39798.666822965475,15755.670732178232,117861.82192040814,36991.850896441385,114642.75751673432,46634.97514987168,18343.71409063054,19252.532020650946,9097.389267835622,18931.923983824752,8426.874742432117,23018.80679828815,7760.655809024466,11084.616225699983,6776.986688991861,8682.715623160804,vanessa/abajo
29,28747.637762859533,21628.4774835526,40868.11545584022,16853.035489893096,40531.40760344802,26254.99857840271,109552.07829247072,29129.651200887114,163478.36040249054,35311.30089729027,26710.760594930893,9276.85253770103,23072.032629170586,12026.556288596898,25744.461359987534,26084.77725519731,21236.863899755877,9884.452458141526,11068.745652834818,9555.174372749276,vanessa/abajo
30,25402.051445027857,25571.563754453637,56451.826732245485,17294.181050200168,44697.25323115829,15300.272076928102,92065.26360747096,35806.22606115979,165332.39465125697,26837.883256270132,20011.06818631223,11858.043823989929,39810.06143968453,13963.95993293363,40354.92154658965,17416.389849994895,20344.34288747128,7869.031468834912,11565.632866443297,7960.724506018649,vanessa/abajo
31,23890.88971590888,39156.55368586537,37785.77845767497,27111.43396469017,28145.523426223725,34642.516121071465,41205.32857095555,113735.2333576324,106488.6386630031,36360.99406866615,12654.131412847419,20505.227639740828,12589.394760317417,40548.92980799225,18209.8473665916,20138.825971682512,11030.371481691576,8293.080976158504,9085.077960122097,9902.684816410563,vanessa/abajo
32,26606.575825607983,41115.74663018793,45517.9485965403,26132.197699434208,24334.044687043643,41215.672407429214,35498.77621142241,119612.66292310414,70020.07505807662,31627.17542066583,11361.45954345719,22632.50064516395,8130.948824396191,32466.099707577672,12550.96110360202,10827.704888007836,7862.865017540569,7045.29691760549,10021.824995806146,7675.511471750857,vanessa/abajo
33,35804.41545326893,44132.85680140556,50070.44477209199,18843.84750053613,32796.9675392443,34534.818613456926,88545.52774070797,52158.02843926026,79606.79354191545,19773.376375539123,13992.096129145444,12634.60626958096,19146.844293765746,12509.427951091626,14515.429746800493,8218.47781195043,8061.663580156499,5754.793172090386,5919.125366822696,4240.767647986751,vanessa/abajo
34,24694.916349947816,39103.25024054152,47579.62259287085,22090.014593704876,39556.76812504308,70463.1512086918,89310.68539929824,62333.65623388157,92325.3912187652,26597.428587298422,25821.1222238035,13068.435156002719,15007.147503734304,14341.396955278176,21023.34872383076,13960.971086677011,14334.45719503172,9659.757262695755,13085.486734972028,7850.004067761663,vanessa/abajo
